objectid,year,district,dc_number,date_,primary_st,secondary_,age,sex,crash_type,hit_____ru,veh1,veh2,arrest_yes,investigat,dc_key,point_x,point_y,time_of_day__24hrs_,lat,lng
48584,2024,08,017894,2024-05-26 04:00:00+00,Frankford Ave. ,Ashburner St.,79,M,"Unit #1 was southbound on Frankford Ave. when it crossed into the northbound lane, sideswiping Unit #2 who was traveling north on Frankford Ave. Unit #1 continued through the northbound travel lane and came to an uncontrolled rest upon contact with the curb of the southeast corner of Frankford Ave. and Ashburner St. A PFD Medic unit transported the operator of Unit #1 to Thomas Jefferson University Hospital (Torresdale Campus), where he was ",No,Auto,Auto,No,The deceased was the cause of the crash.,202408017894,-75.01952594,40.04362999,09:44:00,40.04362998840096,-75.01952594300917
48585,2024,26,027283,2024-06-08 04:00:00+00,400 W. Lehigh Ave.,Lawrence St.,30,M,"Unit #2 was westbound in the 2 direction center turn lane on Lehigh turning left to south on Lawrence when it was struck by Unit #1 (Dirt bike), who was eastbound on Lehigh in the right lane. The operator of Unit #1 laid down the dirt bike prior to impact and struck his head on the rear right wheel of Unit #2. Unit #1 was pronounced dead at Temple at 20:54 hrs.",No,Dirt Bike,Auto,No,Active investigation,202426027283,-75.13901503,39.99188606,20:22:00,39.99188605578861,-75.13901502852909
48586,2023,39,022539,2023-04-30 04:00:00+00,Lehigh Ave.,Taylor St.,59,M.,Unit #2 was found lying in the road way after being struck by an unknown vehicle who fled the scene. PFD Medic 22B transported him to Temple Hospital. He was in stable condition and later transferred to Abington Hospital where he was pronounced dead on 5/25/2024 as a result of complications from injuries sustained in the crash.,Yes,Auto,Pedestrian,No,Active investigation,202339022539,-75.17084712,39.99626728,21:38:00,39.996267276625844,-75.17084712305555
48587,2024,39,038469,2024-06-13 04:00:00+00,Broad St.,Westmoreland St.,35,M,"Unit #2 was north on Broad turning left to westbound Westmoreland when it was struck by Unit #1, who was south on Broad. Unit #1 was an ATV and the operator was not wearing a helmet. The operator of Unit #1 was transported to Temple Hospital where he was pronounced dead at  20:55 hrs. Unit #2 remained on scene and is cooperating with the investigation.",No,ATV,Auto,No,Active investigation,202439038469,-75.15255252,40.00319091,20:38:00,40.0031909126768,-75.15255251845088
48588,2024,07,017309,2024-06-17 04:00:00+00,1116 Welsh Rd.,,59,M,"Unit #1 was traveling west on Welsh Rd. at a high rate of speed along a right curve of the road when the operator lost control, drifting to the left mounting the curb, striking a brick and stone structure at the end of a private driveway causing the vehicle to roll several times ejecting the operator. Medics transported him to a hospital where he was pronounced dead at 02:40 hrs.",No,Auto,Fixed Object,No,The deceased was the cause of the crash.,202407017309,-75.04612041,40.08953082,00:37:00,40.089530822746845,-75.04612041049838
48589,2024,08,020624,2024-06-18 04:00:00+00,15000 Roosevelt Blvd.,,26,F,Unit #1 was traveling south on Roosevelt Blvd. at a high rate of speed when the operator lost control of the vehicle mounting the center median striking a tree. As a result of the impact the operator was ejected from the vehicle. PFD Medic 20 pronounced her dead on scene at 16:20 hrs.,No,Auto,Fixed Object,No,The deceased was the cause of the crash.,202408020624,-74.98777900,40.11413612,16:13:00,40.114136121726006,-74.98777899702854
48590,2024,22,045054,2024-06-23 04:00:00+00,Cecil B. Moore Ave.,20th St.,38,M,"Unit #1 (stolen) was west on Cecil B. Moore at a high rate of speed, disregarded a red light striking Unit #2, who was south on 20th. The impact caused Unit #2 to strike Unit #3, who was east on Cecil B. Moore. Unit #1 also struck Unit #4 pushing it into Unit #5, both parked unattended. Occupants of Unit #1 fled on foot. Operator of Unit #2 died on the scene.",Yes,Auto,Auto,No,Active investigation,202422045054,-75.16742177,39.97993407,00:52:00,39.97993407134614,-75.16742177426967
48591,2024,35,040092,2024-06-23 04:00:00+00,600 W. Godfrey Ave.,,29,M,"Unit #1 was traveling east on Godfrey Ave. at a high rate of speed when for reasons unknown, crossed the westbound lane, mounted the north curb striking a tree. As a result of the impact Unit #1 rolled onto its right side and rotated coming to rest facing west. PFD Medic 28 pronounced the operator dead on scene at 01:05 hrs.",No,Auto,Fixed Object,No,The deceased was the cause of the crash.,202435040092,-75.13212366,40.04602778,00:52:00,40.04602778032518,-75.13212366473468
48592,2024,39,041273,2024-06-25 04:00:00+00,4100 N. Broad St.,,48,M,Unit #1 was traveling north on Broad St. and crossed into the southbound lane striking Unit #2 head-on. As a result of the impact Unit #1 ignited. Both operators were pronounced dead at the scene by responding PFD Medics.,No,Auto,Auto,No,One of the decedents was the cause of the crash.,202439041273,-75.14958877,40.01694208,01:42:00,40.01694207881329,-75.14958877074032
48593,2024,39,041273,2024-06-25 04:00:00+00,4100 N. Broad St.,,46,M,Unit #1 was traveling north on Broad St. and crossed into the southbound lane striking Unit #2 head-on. As a result of the impact Unit #1 ignited. Both operators were pronounced dead at the scene by responding PFD Medics.,No,Auto,Auto,No,One of the decedents was the cause of the crash.,202439041273,-75.14958877,40.01694208,01:42:00,40.01694207881329,-75.14958877074032
48594,2024,12,011997,2024-02-11 05:00:00+00,2211 S. 58th St.,,53,F,"Unit #2 was walking north on 58th St. crossing train tracks when struck by Unit #2, a westbound CSX train. Witness stated RR X-ing gates were down, lights flashing and train horn sounding when Unit #2 began to cross the tracks. Medics transported Unit #2 to Presbyterian Hospital where she was pronounced dead on 3/11/2024.",No,Train,Pedestrian,No,The deceased was the cause of the crash.,202412011997,-75.22316463,39.93122692,12:03:00,39.931226920852424,-75.22316462604488
48595,2024,03,028810,2024-06-20 04:00:00+00,13th St.,South St.,81,M,"Unit #2 was crossing 13th St. on South St. in the north crosswalk when he was struck by Unit #1, who was eastbound on South St. turning left to northbound on 13th St. Both Units had a green traffic signal. PDF Medic 27 transported Unit #2 to Jefferson Hospital where he was pronounced dead on 6/21/2024.",No,Auto ,Pedestrian,No,Active investigation,202403028810,-75.16335728,39.94338805,08:05:00,39.94338804711025,-75.16335727950496
48596,2024,03,029582,2024-06-25 04:00:00+00,1000 S. Front St.,,68,M,"Unit #1 turned left from Washington Ave. to southbound Front St. when it struck Unit #2, who attempted to run across Front St. mid-block eastbound. Medic 27 pronounced Unit #2 dead on scene at 06:12 hrs. Unit #1 remained on scene and cooperated with the police investigation.",No,Auto,Pedestrian,No,Active investigation,202403029582,-75.14573333,39.93340364,05:57:00,39.933403637301296,-75.14573333163182
48597,2024,19,038145,2024-06-11 04:00:00+00,Lansdowne Ave.,N. 63rd St.,70,F,Unit #1 was traveling west on Lansdowne Ave. making a left turn to southbound on 63rd St. when it struck Unit #2 in the south crosswalk. Unit #2 was crossing 63rd St. on Lansdowne Ave. in the south crosswalk. PFD Medic 41 transported Unit #2 to Lankenau Medical Center where she was pronounced dead on 6/25/2024 at 14:44 hrs.,No,Auto,Pedestrian,No,Active investigation,202419038145,-75.24568575,39.97388979,13:15:00,39.973889790689896,-75.24568575090873
48598,2024,09,045437,2024-06-29 04:00:00+00,700 N. Broad St.,,20,M,Unit #1 was northbound on Broad St. with a green traffic signal at Fairmount Ave. when Unit #2 attempted to cross Broad St. westbound in the north crosswalk disregarding a red traffic signal at Fairmount Ave. Unit #1 contacted Unit #2. PFD Medic 7 transported Unit #2 to Jefferson Hospital where he was pronounced dead at 19:13 hrs.,No,Auto,Pedestrian,No,Active investigation,202409045437,-75.16090937,39.96737725,13:08:00,39.96737724640439,-75.16090937148653
48599,2024,39,042618,2024-06-30 04:00:00+00,Wissahickon Ave.,Clapier St.,35,M,"Unit #1 was southbound on Wissahickon when it appeared to turn short while turning left to eastbound Clapier striking a traffic signal pole. The operator had to be extricated from the vehicle. PFD Medics transported the operator and passenger to Temple Hospital, where the operator was pronounced dead at 23:45 hrs.",No,Auto,Fixed Object,No,The deceased was the cause of the crash.,202439042618,-75.17220878,40.01750308,22:57:00,40.01750307877023,-75.17220877822372
48600,2024,09,041441,2024-06-21 04:00:00+00,Vine St.,Franklin St.,53,M,"Unit #1 was traveling west on Vine St. exiting the Ben Franklin Bridge when it struck Unit #2, a wheelchair bound male who was panhandling in the roadway. Unit #1 fled the scene. Unit #2 was transported to Jefferson Hospital where he was pronounced dead on 7/3/2024.",Yes,Auto,Pedestrian,No,Active investigation,202409041441,-75.15132284,39.95658917,00:10:00,39.9565891709168,-75.1513228353023
48601,2024,15,052838,2024-07-06 04:00:00+00,5800 Frankford Ave.,,49,F,"Unit #2 (Pedestrian) was aimlessly walking around in the travel lanes of the 5800 block of Frankford Ave. when she was struck by Unit #1, who was traveling south in the southbound travel lanes. As a result of the impact, Unit #2 was thrown into the northbound lanes where she was struck by Unit #3, who was traveling north in the northbound lanes of Frankford Ave. Unit #2 was pronounced dead on scene. Units #1 & 2 remained on scene and are coo",No,Auto,Pedestrian,No,Active investigation,202415052838,-75.07073865,40.02773198,01:24:00,40.027731976110786,-75.07073865035716
48709,2025,24,043698,2025-05-18 04:00:00+00,Kensington Ave.,M St.,36,M,"Unit #1 was traveling north on Kensington Ave. at a high rate of speed and disregarded a steady red traffic signal at M St. striking Unit #2, who was stopped in the intersection preparing to turn left from southbound on M St. to northbound on Kensington Ave. Medic 2 transported the operator of Unit #1 to Temple Hospital where he was pronounced dead.",No,Can Am Slingshot,Auto,No,Active investigation,202524043698,-75.10089377,40.00386352,21:17:00,40.00386352109509,-75.100893773662
48602,2024,12,048071,2024-06-20 04:00:00+00,84th St. ,Lindbergh Blvd.,41,M,"Unit #2 was traveling west on Lindbergh Blvd. turning left to southbound 84th St. when it was struck by Unit #1, who was traveling eastbound on Lindbergh Blvd. crossing 84th St. PFD 19 transported the operator of Unit #1 to Presbyterian Hospital where he was pronounced dead on 7/2/2024. Operator of Unit #1 had a suspended PA Class C License and was not wearing a helmet.",No,Motorcycle,Auto,No,Active investigation,202412048071,-75.25208044,39.89615969,17:21:00,39.89615968672629,-75.25208044203333
48603,2024,07,019429,2024-07-07 04:00:00+00,Tomlinson Rd.,Bustleton Ave.,27,M,"Unit #1 was traveling north on Bustleton Ave. at a high rate of speed, disregarded a red traffic signal at Tomlinson Rd. striking Unit #2, who was west on Tomlinson Rd. crossing Bustleton Ave. with a green traffic signal. Both operators were transported to the hospital. The operator of Unit #1 was pronounced dead at 23:07 hrs. The operator of Unit #2 is in critical condition.",No,Motorcycle,Auto,No,Active investigation,202407019429,-75.02304457,40.11300719,22:19:00,40.11300719172951,-75.02304456599931
48604,2024,24,053151,2024-07-11 04:00:00+00,K St.,Hunting Park Ave.,19,F,"Unit #1 was traveling east on Hunting Park Ave. crossing K St. when it struck Unit #2, who was southbound on K St. crossing Hunting Park Ave. Unit #2 rotated striking Unit #3 (parked unoccupied). Unit #1 mounted the sidewalk striking a building. Unit #1 had a steady red traffic light and Unit #2's light turned red as it entered the intersection. A passenger in Unit #2 was ejected from the vehicle and tranported to Temple Hospital where she w",No,Auto,Auto,No,Active investigation,202424053151,-75.10481525,40.00967350,00:42:00,40.009673497630494,-75.10481525365985
48605,2024,22,050248,2024-07-11 04:00:00+00,Broad St. ,Thompson St.,32,M,"Unit #1 was traveling south on Broad St. at a high rate of speed when the operator lost control veered into the right parking lane striking the rear of Unit #1, which was legally parked and unoccupied. The operator of Unit #1 was pronounced dead on the scene at 22:50 hrs.",No,Motorcycle,Auto,No,Active investigation,202422050248,-75.15905977,39.97321407,22:19:00,39.973214071193155,-75.1590597710398
48606,2024,19,044777,2024-07-05 04:00:00+00,63rd St.,Jefferson St.,28,F,"Unit #1 was traveling south on 63rd St. when it struck Unit #2, who was running west on Jefferson crossing 63rd St. while disregarding a red traffic signal. Unit #2 was transported to Jefferson Hospital where she was pronounced dead on 7/11/2024.",No,SEPTA Trolley,Pedestrian,No,Active investigation,202419044777,-75.24609298,39.97830965,11:25:00,39.97830964518173,-75.24609298096544
48607,2024,24,055341,2024-07-17 04:00:00+00,Frankford Ave.,Allegheny Ave.,38,M,"Unit #1 was traveling east on Allegheny Ave. in the south parking lane drifting right crossing Frankford Ave. Unit #1 mounted the southeast corner striking a planter box, Unit #2 (Pedestrian), and Unit #3 causing Unit #3 to contact Unit #4. Unit #2 was standing approx. 1 foot into the crosswalk north of the southeast corner of the intersection. PFD Medic 45 pronounced Unit #2 dead on scene. Units #3 & 4 were parked unoccupied.",No,Auto,Pedestrian,Yes,"Charges: Homicide by Vehicle - DUI, Homicide by Vehicle, Accident Involving Death - No License, DUI, Paraphernalia and Reckless Driving.",202424055341,-75.11026150,39.99296634,19:04:00,39.99296634093566,-75.11026150189352
48608,2024,09,053304,2024-07-17 04:00:00+00,1800 W. Spruce St.,,30,F,"Unit #1 was traveling west at a high rate of speed in the bike lane of the 1700 block of Spruce St. passing vehicular traffic when it struck Unit #2 (Bicyclist) from the rear throwing the rider across 18th St. into the 1800 block of Spruce St. where Unit #1 struck Units #3, 4 & 5 (all parked unoccupied). PFD Medics transported both the bicyclist and the operator of Unit #1 to Jefferson Hospital. The bicyclist was pronounced dead at 19:20 hrs",No,Auto,Bicyclist,Yes,"Charges: Homicide by Vehicle - DUI, Involuntary Manslaughter, REAP, DUI, Exceed Max Speed, and Reckless Driving.",202409053304,-75.17146376,39.94755828,18:55:00,39.947558275421564,-75.17146376081415
48609,2024,25,048870,2024-07-20 04:00:00+00,Front St.,Wyoming Ave.,1,F,"Unit #1 was traveling east on Wyoming Ave. turning left to northbound Front St. when it struck Units #2, 3 & 4, who were eastbound on Wyoming Ave. crossing Front St. All parties had a green traffic signal. Units #2 & 3 were transported to AEMC in stable condition. Unit #4 was pronounced dead at St. Christopher's Hospital for Children.",No,Auto,Pedestrian,No,Active investigation,202425048870,-75.12434959,40.02156148,20:50:00,40.02156148100616,-75.12434958925692
48610,2024,15,057586,2024-07-21 04:00:00+00,4200 Aramingo Ave.,,43,M,Unit #2 was found lying in the left southbound lane of Aramingo Ave. with injuries consistant with being struck by a vehicle. PFD Medic 2 pronounced him dead on scene at 05:11 hrs. There are no cameras in the area and no witnesses have come forward.,Yes,Auto,Pedestrian,No,Active investigation,202415057586,-75.08359453,40.00125110,05:02:00,40.00125110196965,-75.08359452888405
48611,2024,22,051888,2024-07-18 04:00:00+00,2000 W. Sedgley Ave.,,57,M,"Unit #1 was traveling east on the 2000 block of W. Sedgley Ave. when, for reasons unknown, it drifted to the right mounting the south curb striking a utility pole. PFD Medic 22 transported the operator to Temple Hospital where he was pronounced dead on 7/22/2024 at 17:50 hrs.",No,Auto,Fixed Object,No,Active investigation,202422051888,-75.16428500,39.99461643,12:48:00,39.99461642493337,-75.16428499549245
48612,2024,18,036911,2024-07-19 04:00:00+00,5304 Spruce St.,,59,F,Unit #2 was traveling east on Spruce St. when it was contacted by Unit #1. Unit #1 fled the scene. PFD Medic 26 transported both riders of Unit #2 to Penn Presbyterian Hospital where the operator of Unit #2 was pronounced dead on 7/23/2024 at 20:48 hrs.,Yes,Auto,Moped,No,Active investigation,202418036911,-75.22825401,39.95481789,19:15:00,39.954817887604456,-75.22825401247363
48613,2024,08,026203,2024-08-01 04:00:00+00,Grant Ave.,Ashton Rd.,23,M,"Unit #1 was traveling east on Grant Ave. at a high rate of speed passing vehicles in between the travel lanes when it entered the intersection at Ashton Rd. striking Unit #2, who was westbound on Grant Ave. turning left to southbound Ashton Rd. Both Units had a green traffic signal at the time of the crash. PFD Medic 49 transported the operator of Unit #1 to Jefferson Hospital Torresdale Campus where he was pronounced dead at 20:15 hrs.",No,Motorcycle,Auto,No,Active investigation,202408026203,-75.01019083,40.07063742,19:56:00,40.07063741872931,-75.0101908349995
48614,2024,35,051660,2024-08-07 04:00:00+00,5815 N. Broad St.,,59,F,"Unit #1 was traveling north on Broad St. when it struck Unit #2, who was crossing Broad St. mid-block, eastbound from the Sunoco Gas Station. PFD Medic 24B pronounced Unit #2 dead on scene at 00:00 hrs. on 8/8/2024.",No,Auto,Pedestrian,No,Active investigation,202435051660,-75.14364814,40.04188876,23:52:00,40.04188875605971,-75.14364814202544
48615,2024,39,051340,2024-08-05 04:00:00+00,2022 W. Hunting Park Ave.,,42,F,"Unit #1 was traveling east on Hunting Park Ave. when it struck Unit #2, who was running south across Hunting Park Ave. mid-block. Unit #1 fled the scene. PFD Medic 4 transported Unit #2 to Temple Hospital where she was pronounced dead on 8/10/2024 at 15:25 hrs.",Yes,Auto,Pedestrian,No,Active investigation,202439051340,-75.16094534,40.01265704,00:11:00,40.012657044257026,-75.16094533504435
48616,2024,24,063039,2024-08-10 04:00:00+00,H St.,Hunting Park Ave.,22,M,"Unit #2 was south on H St. crossing Hunting Park Ave. when it was struck by Unit #1, who was eastbound on Hunting Park Ave. at a high rate of speed. Unit #1 laid down the motorcycle and slid into the side of Unit #2. Traffic on H St. has a stop sign. There are no traffic control devices for traffic on Hunting Park Ave. PFD Medic 45 transported the operator of Unit #1 to Temple Hospital where he was pronounced dead at 23:47 hrs.",No,Motorcycle,Auto ,No,Active investigation,202424063039,-75.10999175,40.01179891,21:54:00,40.011798905911334,-75.10999174625621
48617,2024,25,055083,2024-08-15 04:00:00+00,4300 N. Front St.,,24,F,"Unit #1 was traveling south on Front St. when it struck Unit #2, who was sitting in the southbound travel lane. Unit #1 failed to stop at the crash scene. PFD Medic 29 transported Unit #2 to Temple Hospital where she was pronounced dead at 04:23 hrs.",Yes,Auto,Pedestrian,No,Active investigation,202425055083,-75.12545069,40.01650468,03:42:00,40.01650468384036,-75.12545068788138
48618,2024,22,059259,2024-08-15 04:00:00+00,Kelly Dr.,Reservoir Dr.,41,M,"Unit #2 was south on Kelly Dr. when it made an illegal left in front of Unit #1, who was traveling north on Kelly Dr. Unit #1 hit Unit #2 causing Unit #2 to rotate clockwise striking Unit #3. All occupants in Units #1 & 3 refused medical attention at the scene. The operator of Unit #2 was in stable condition at Presbyterian Hospital. The passenger of Unit #2 was pronounced dead at Temple Hospital at 16:02 hrs.",No,Auto,Auto,No,Active investigation,202422059259,-75.19159291,39.99558676,15:22:00,39.99558675674786,-75.19159290773533
48619,2024,24,066275,2024-08-19 04:00:00+00,Kensington Ave.,Castor Ave.,20,F,"Unit #2 was north on Kensington making a left turn to westbound Castor when it was hit by Unit #1, who was traveling south on Kensington crossing Castor. Unit #1 is a dirt bike M/C not authorized for street use. The operator & passenger of Unit #1 were transported to Temple Hospital, where the passenger was pronounced dead on 8/22/2024.",No,Dirt Bike,Auto,No,Active investigation,202424066275,-75.09898244,39.99969760,20:21:00,39.99969759523545,-75.09898243683823
48620,2024,22,061451,2024-08-24 04:00:00+00,Lehigh Ave.,Sedgley Ave.,23,F,"Unit #1 was traveling west on Lehigh with emergency lights, sirens  & air horn activated. Unit #1 slowed at Sedgley faced with a red traffic signal. Cross traffic stopped with the exception of northbound traffic making right turns to eastbound Lehigh. Unit #1 proceeded through the intersection striking Unit #2, who proceeded through the intersection northbound from behind the vehicles turning right. Unit #2's passenger was pronounced dead at",No,PFD Ladder TK,Auto,No,Active investigation,202422061451,-75.16319619,39.99507127,12:12:00,39.99507126914558,-75.16319618973826
48621,2024,25,057090,2024-08-22 04:00:00+00,Roosevelt Blvd.,9th St.,54,M,"Unit #1 struck Unit #2 in the rear at while eastbound at 9th & Roosevelt. Unit #1 fled east on Roosevelt with Unit #2 in pursuit. Unit #1 disregarded a red traffic signal at Front & Roosevelt striking Unit #3, who was north on Front crossing Roosevelt. Unit #3 operator was transported to AEMC where he was pronounced dead on 8/29/2024. Operator & passenger transported to AEMC in stable condition.",Yes,Auto,Auto,No,Active investigation,202425057090,-75.12342241,40.02593955,19:01:00,40.025939548868756,-75.12342241412308
48622,2024,24,054345,2024-07-14 04:00:00+00,2700 N. Tulip St.,,33,M,"Unit #2 was found on the highway in the underpass/tunnel on the 2700 block of N. Tulip St. suffering blunt impact trauma to his torso. There was a bicycle on the ground nearby, it is unknown if Unit #2 was riding the bicycle or not. There was no report of a helmet on scene. Medic 15 transported  Unit #2 to Temple Hospital where he was pronounced dead at 14:14 hrs.",Yes,Auto,Pedestrian,No,Active investigation,202424054345,-75.11667616,39.98477152,13:45:00,39.98477151763194,-75.11667615891403
48697,2025,15,033461,2025-04-17 04:00:00+00,2800 Cottman Ave.,,58,F,"Unit #1 was traveling east on the 2800 block of Cottman when it struck Unit #2 (pedestrian), who was crossing Cottman Ave. southbound. Unit #1 fled the scene. Unit #2 was transported to Jefferson Torresdale Hospital where she was pronounced dead at 00:27 hrs.",Yes,Auto,Pedestrian,No,Active investigation,202515033461,-75.05402065,40.04394176,23:26:00,40.0439417578511,-75.05402065248808
48623,2024,35,057259,2024-08-29 04:00:00+00,6000 N. Broad St.,,49,M,"Unit #1 was southbound on Broad St. at a high rate of speed when it struck Unit #2, who was northbound on Broad making a left turn into the shopping center at the northwest corner of Broad St. & Champlost Ave. PFD Medic 10 transported the operator of Unit #1 to AEMC where he was pronounced dead on 8/30/2024.",No,Motorcycle,Auto,No,Active investigation,202435057259,-75.14422710,40.04503205,22:19:00,40.045032045689055,-75.14422710428892
48624,2024,39,057579,2024-09-01 04:00:00+00,4400 N. Broad St.,,33,M,Unit #1 was southbound on Broad St. at a high rate of speed when the operator lost control dumping the motorcycle to the ground. PFD Medic 22 pronounced the operator of Unit #1 dead on the scene at 04:48 hrs.,No,Motorcycle,,No,The deceased was the cause of the crash.,202439057579,-75.14928933,40.02048024,04:42:00,40.02048024060414,-75.14928932811503
48625,2024,35,058088,2024-09-01 04:00:00+00,5th St.,Fisher Ave.,35,F,"Unit #1 assaulted Unit #2 causing Unit #2 to fall into the southbound travel lane of 5th St. where she was run over by Unit #3. Unit #1 fled the scene on foot. Unit #3 remained on scene for a time, but left prior to the arrival of police. PFD Medics transported Unit #2 to AEMC where she was pronounced dead.",Yes,Auto,Pedestrian,No,Active investigation,202435058088,-75.13150993,40.03187635,22:25:00,40.03187634654139,-75.13150993362783
48626,2024,22,063923,2024-09-03 04:00:00+00,2500 N. Broad St.,,64,F,"Unit #1 was southbound on Broad St. when it rear-ended Unit #2, who was also southbound on Broad St. Unit #1 then drifted to the right mounting the west sidewalk striking a street light pole, several parking poles, a fire hydrant and came to rest against a traffic light pole. The operator of Unit #1 was transported to Temple Hospital where she was pronounced dead.",No,Auto,Auto,No,The deceased was the cause of the crash.,202422063923,-75.15556820,39.99106519,06:14:00,39.99106518560717,-75.15556820298914
48627,2024,08,031047,2024-09-10 04:00:00+00,3100 Woodhaven Rd.,,34,M,"Unit #1 was eastbound on Woodhaven at a high rate of speed attempting to pass Units #2 & 3 on the dash lines separating the left and center travel lanes. Unit #1 contacted Unit #2 then Unit #3, as a result Unit #1 was launched over the concrete barrier across the westbound lanes striking the wall on the south side of the highway. PFD Medics pronounced the operator of Unit #1 dead on scene.",No,Motorcycle,Auto,No,The deceased was the cause of the crash.,202408031047,-74.98636672,40.09950710,15:03:00,40.099507101659604,-74.9863667244471
48628,2024,14,048083,2024-08-16 04:00:00+00,5700 Germantown Ave.,,93,M,"Unit #1 was stopped southbound on Germantown Ave. for a red traffic signal at Chelten Ave. When the traffic signal changed to green Unit #1 proceeded through the intersection striking Unit #2, who had just begun to cross Germantown at Chelten northbound. Medic 28 transported Unit #2 to AEMC where he was pronounced dead on 9/13/2024.",No,Auto,Pedestrian,No,Active investigation,202414048083,-75.17472710,40.03583006,13:40:00,40.035830061586694,-75.17472709916524
48629,2024,02,045103,2024-09-13 04:00:00+00,700 E. Adams Ave.,,26,M,"Unit #1 was westbound on Adams Ave. when it struck Unit #2, who was making a left turn from eastbound Adams Ave. to northbound Howland St. Medic 29 transported the operator of Unit #1 to AEMC where he was pronounced dead at 20:15 hrs.",No,Motorcycle,Auto,No,Active investigation,202402045103,-75.10552076,40.03182408,19:46:00,40.03182408390519,-75.1055207568571
48630,2024,16,037426,2024-09-17 04:00:00+00,3860 Haverford Ave.,,28,M,The deceased was operating a scooter when he was reported to have been involved in a crash with a silver vehicle that failed to stop. PFD Medic 34 transported him to Penn Presbyterian Medical Center where he was pronounced dead at 10:58 hrs.,Yes,Auto,Scooter,No,Active investigation,202416037426,-75.19946573,39.96297237,06:42:00,39.96297237294163,-75.19946573198968
48631,2024,12,074067,2024-09-19 04:00:00+00,6723 Essington Ave.,,23,M,"Unit #1 was westbound on Essington Ave at a high rate of speed when it struck Unit #2, who was eastbound making a left turn into a parking lot. PFD Medic 37 pronounced the operator of Unit #1 dead on scene at 08:12 hrs.",No,Motorcycle,Auto,No,Active investigation,202412074067,-75.22423911,39.91066032,08:02:00,39.91066031523338,-75.22423911072393
48632,2024,35,021253,2024-04-09 04:00:00+00,70th Ave.,Cheltenham Ave.,49,M,"Unit #1 was south on 70th Ave. crossing Cheltenham Ave. when it struck Unit #2, who was eastbound on Cheltenham Ave. crossing 70th Ave. Unit #2 rotated counter clockwise striking a tree. Both parties stated that they had a green traffic signal. The rear passenger of Unit #2 was transported to an area hospital and pronounced dead on 9/1/2024.",No,Auto,Auto,No,Active investigation,202435021253,-75.13382507,40.06003097,06:36:00,40.06003096903107,-75.13382506748103
48633,2024,08,033158,2024-09-25 04:00:00+00,Frankford Ave. ,Academy Rd.,48,F,"Unit #1 was southbound on Frankford Ave. turning left at Academy Rd. onto I95 when it struck Unit #2, who was northbound on Frankford Ave. crossing Academy Rd. on an e-scooter. Unit #1 remained on location. PFD Medic 49 pronounced the operator of Unit #2 dead on scene at 21:53 hrs.",No,Auto,E-Scooter,No,Active investigation,202408033158,-75.00830689,40.05272321,21:38:00,40.052723207573294,-75.00830688632156
48634,2024,19,064933,2024-09-26 04:00:00+00,66th St.,Haverford Ave.,14,F,"Unit #1 was traveling east on Haverford Ave. at a high rate of speed when it struck Unit #2, who was crossing Haverford Ave. northbound at 66th St. in the east crosswalk. Unit #1 had a yellow traffic signal and Unit #2 was crossing against a red traffic signal. Unit #1 fled the scene. PFD Medic 41 pronounced Unit #2 dead on scene at 21:46 hrs.",Yes,Auto,Pedestrian,No,Active investigation,202419064933,-75.24887244,39.97234850,21:38:00,39.97234849870876,-75.2488724349211
48635,2024,03,046033,2024-09-28 04:00:00+00,1936 S. Christopher Columbus,,51,M,Unit #1 was southbound on Christopher Columbus Blvd. when it struck a concrete pole on a raised median. PFD Medic 43 transported the operator to Thomas Jefferson Hospital where he was pronounced dead at 02:02 hrs.,No,Auto,Fixed Object,No,The deceased was the cause of the crash.,202403046033,-75.14243347,39.92226109,01:03:00,39.922261088599136,-75.14243347092759
48636,2024,15,079640,2024-09-28 04:00:00+00,4501 E. Fishers Ln.,,45,M,"Unit #1 was southbound on the 4500 block of Ramona Ave. when the operator lost control exiting the roadway to the west, crashing through a wood fence, rolling the vehicle, and hitting Unit #2. Unit #2 was parked unoccupied in the front lot of 4501 E. Fishers Ln. The operator of Unit #1 was partially ejected and squashed by Unit #1 as it rolled over. PFD Medic 39 pronounced the operator dead on scene at 13:24 hrs.",No,Auto,Fixed Object,No,The deceased was the cause of the crash.,202415079640,-75.10131547,40.02045555,13:17:00,40.02045554821934,-75.10131546640102
48637,2024,24,082733,2024-10-05 04:00:00+00,3107 N. Front St.,,64,M,The operator of Unit #1 seems to have suffered a medical emergency while driving north on the 3100  block of N. Front St. causing him to drift into a parked vehicle that was unoccupied. PFD Medic AR2A transported the operator to Temple Hospital where he was pronounced dead at 11:16 hrs.,No,Auto,Auto,No,The deceased suffered a heart attack while driving.,202424082733,-75.12950118,39.99717953,10:26:00,39.99717952598581,-75.12950117635643
48638,2024,25,068789,2024-10-06 04:00:00+00,3929 N. Broad St.,,56,M,"Unit #1 was southbound on Broad St. in the 2-direction center turn lane when it struck Unit #2, who was mid-block standing in the 2-drection center turn lane. Unit #1 fled the scene south on Broad St. PFD Medic 33 transported Unit #2 to Albert Einstein Medical Center where he was pronounced dead at 19:34 hrs. Unit #1 was located by police.",Yes,Auto,Pedestrian,No,Active investigation,202425068789,-75.15021738,40.01319096,19:06:00,40.013190961170665,-75.15021738131773
